 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1
665729,200501,,ZZZ.Airport,US,,0,0,,,,,,,,,,Air Carrier,B757-200,,2,Part 121,,,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665729,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Aircraft; Chart Or Publication; Logbook Entry; Human Factors; Environment - Non Weather Related; Company Policy,Human Factors,#1 MAIN WHEEL ASSEMBLY HAS SHEARED THRU BOLT.,,,,A B757-200 FOUND #1 MAIN WHEEL ASSEMBLY WITH SHEARED THRU BOLT.
665730,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,A320,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,,Maintenance Technician 6,,Time Pressure; Troubleshooting,,,665730,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Company Policy; Chart Or Publication; Aircraft; Environment - Non Weather Related; Logbook Entry; Human Factors,Human Factors,#3 MLG WHEEL ASSEMBLY MISSING A TIE BOLT. REMOVED AND REPLACED #3 MLG WHEEL ASSEMBLY.,,,,AN A320 #3 WHEEL AND TIRE ASSEMBLY WERE REPLACED DUE TO MISSING TIE BOLT.
665731,200501,,ZZZ.Airport,US,,0,0,,,,,,,,,,Air Carrier,DC-9 Undifferentiated or Other Model,,2,Part 121,,,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665731,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Chart Or Publication; Company Policy; Environment - Non Weather Related; Human Factors; Logbook Entry; Aircraft,Human Factors,#4 MAIN TIRE HAS A BROKEN THROUGH BOLT.,,,,A DC9 WAS FOUND TO HAVE A BROKEN THROUGH BOLT ON #4 MAIN TIRE.
665732,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,B757 Undifferentiated or Other Model,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665732,Company,,Contracted Service,Technician,,,,,,,,Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Chart Or Publication; Aircraft; Company Policy; Logbook Entry; Human Factors; Environment - Non Weather Related,Human Factors,ON WALKAROUND; FOUND #6 MAIN TIRE TIE BOLT BROKEN. REMOVED AND REPLACED #6 MAIN TIRE ON L-HAND GEAR PER MAINT MANUAL.,,,,A B757-200 HAD #6 MAIN TIRE AND WHEEL ASSEMBLY REPLACED DUE TO BROKEN TIE BOLT.
665733,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,A319,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665733,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Logbook Entry; Human Factors; Environment - Non Weather Related; Company Policy; Chart Or Publication; Aircraft,Human Factors,L OUTBOARD MAIN TIRE LUG NUT MISSING.,,,,AN A319 WAS FOUND WITH L OUTBOARD MAIN TIRE AND WHEEL ASSEMBLY MISSING 1 LUG NUT.
665734,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,A320,,2,Part 121,,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Powerplant; Maintenance Airframe,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665734,Company,,Contracted Service,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Aircraft; Company Policy; Environment - Non Weather Related; Human Factors; Logbook Entry; Chart Or Publication,Human Factors,#3 MAIN WHEEL HAS MISSING THROUGH BOLT. REPLACED WHEEL ASSEMBLY PER MAINT MANUAL 32-40-00.,,,,AN A320 #3 MAIN TIRE AND WHEEL ASSEMBLY WAS REPLACED DUE TO THROUGH BOLT MISSING.
665735,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,DC-9 Undifferentiated or Other Model,,2,,IFR,Passenger,,,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665735,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Chart Or Publication; Aircraft; Company Policy; Logbook Entry; Human Factors; Environment - Non Weather Related,Human Factors,THROUGH BOLT ON #1 MAIN LNDG GEAR TIRE BROKEN.,,,,A DC9 #1 MAIN LNDG GEAR TIRE HAD THROUGH BOLT BROKEN.
665736,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,DC-9 Undifferentiated or Other Model,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665736,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Logbook Entry; Human Factors; Environment - Non Weather Related; Company Policy; Chart Or Publication; Aircraft,Human Factors,#4 MAIN LNDG GEAR TIRE HAS A BROKEN THROUGH BOLT.,,,,A DC9 WAS FOUND WITH A BROKEN THROUGH BOLT ON #4 MAIN LNDG GEAR TIRE.
665737,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,A320,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665737,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Other Person,,Aircraft Aircraft Damaged; General None Reported / Taken; General Maintenance Action,Aircraft; Company Policy; Environment - Non Weather Related; Human Factors; Logbook Entry; Chart Or Publication,Human Factors,#2 MAIN WHEEL HAS BROKEN THROUGH BOLT. REMOVED AND REPLACED #2 MAIN TIRE AND WHEEL ASSEMBLY.,,,,AN A320 HAD #2 MAIN TIRE AND WHEEL ASSEMBLY REPLACED DUE TO BROKEN THROUGH BOLT.
665738,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,A319,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665738,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Chart Or Publication; Aircraft; Company Policy; Logbook Entry; Human Factors; Environment - Non Weather Related,Human Factors,WE WERE LEVEL AT 8000 FT; HEADING EBOUND AND ABOUT 20 MI W OF MIA. THE AUTOPLT WAS ENGAGED. MIA APCH WAS PLANNING ON PUTTING US ON THE DOWNWIND FOR LNDG ON RWY 30. THERE WAS 1 LONE CUMULOUS CLOUD BTWN US AND THE ARPT. THE TOP OF THIS CLOUD WAS SLIGHTLY BELOW US AT ABOUT 7800 FT. I OBSERVED THE APCHING B737 AHEAD AND TO MY L WHEN IT WAS AT AROUND 5000 FT CLBING TO 7000 FT (I THOUGHT). AT THAT TIME HE APPEARED TO BE TURNING SW TO S. AT THIS POINT THE B737 FLEW INTO THE SINGLE CUMULOUS CLOUD (OR MAYBE BEHIND IT) AND WE WERE ALMOST ON TOP OF THIS CLOUD. THE TCASII SOUNDED AND I DISCONNECTED THE AUTOPLT AND STARTED A L CLBING TURN AS THE B737 BROKE OUT FROM THE CLOUD (OR FROM BEHIND IT) IN FRONT OF US AND SLIGHTLY SLOWER BUT CLBING. IT HAPPENED VERY QUICKLY AND IT WAS OVER IN A MOMENT. I CAN'T TELL YOU HOW CLOSE WE CAME TO THE B737 OR IF HE EXCEEDED 8000 FT. DURING THE EVENT; THE FO COMMUNICATED WITH MIA AND WE LANDED WITHOUT ANY FURTHER PROBS. AFTER CLRING CUSTOMS AND GETTING THE PAPERWORK FOR THE NEXT LEG; I DID CALL THE ATC FACILITY AND CHATTED FOR A FEW MINS WITH THE GENTLEMAN WHO WAS AT THAT MOMENT WRITING THE ATC RPT ON THIS INCIDENT. THIS IS MY BEST RECOLLECTION OF THE EVENT.,,,,B757 FLT CREW BEING VECTORED BY MIA TRACON EXPERIENCED TCASII RA AT 8000 FT WITH B737 WHO FAILED TO STOP CLB AT 7000 FT.
665739,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,B747 Undifferentiated or Other Model,,,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665739,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Logbook Entry; Human Factors; Environment - Non Weather Related; Chart Or Publication; Company Policy; Aircraft,Human Factors,#8 TIRE L-HAND BODY TIRE MISSING THROUGH BOLT.,,,,A B747 HAD #8 L-HAND BODY TIRE WITH MISSING THROUGH BOLT.
665740,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,A320,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665740,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Other Person,,Aircraft Aircraft Damaged; General None Reported / Taken; General Maintenance Action,Aircraft; Company Policy; Environment - Non Weather Related; Human Factors; Logbook Entry; Chart Or Publication,Human Factors,#1 WHEEL BROKEN TIE BOLT.,,,,AN A320 HAD A BROKEN TIE BOLT ON #1 MAIN TIRE AND WHEEL ASSEMBLY.
665741,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,DC-9 Undifferentiated or Other Model,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665741,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Chart Or Publication; Aircraft; Company Policy; Logbook Entry; Human Factors; Environment - Non Weather Related,Human Factors,#2 MAIN WHEEL HAS 1 THROUGH BOLT BROKEN.,,,,A DC9 HAD BROKEN THROUGH BOLT ON #2 MAIN TIRE AND WHEEL ASSEMBLY.
665742,200501,,ZZZ.Airport,US,,,,,,,,,,,,,,A320,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665742,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Logbook Entry; Human Factors; Environment - Non Weather Related; Chart Or Publication; Company Policy; Aircraft,Human Factors,ON PREFLT; #2 TIRE MISSING 1 LUG NUT.,,,,AN A320 DURING PREFLT CHK FOUND #2 TIRE AND WHEEL ASSEMBLY MISSING 1 LUG NUT.
665743,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,DC-10 Undifferentiated or Other Model,,3,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Powerplant; Maintenance Airframe,Maintenance Technician 16,,Troubleshooting; Time Pressure,,,665743,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Other Person,,Aircraft Aircraft Damaged; General None Reported / Taken; General Maintenance Action,Logbook Entry; Environment - Non Weather Related; Human Factors; Company Policy; Chart Or Publication; Aircraft,Human Factors,#10 TIRE MISSING LOCK NUT FROM WHEEL ASSEMBLY.,,,,A DC10 FOUND #10 TIRE AND WHEEL ASSEMBLY MISSING LOCK NUT.
665744,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,DC-9 Undifferentiated or Other Model,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Powerplant; Maintenance Airframe,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665744,Company,,Contracted Service,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Aircraft; Chart Or Publication; Logbook Entry; Human Factors; Environment - Non Weather Related; Company Policy,Human Factors,#3 MAIN TIRE THROUGH BOLT IS SHEARED OFF.,,,,A DC9 WAS FOUND TO HAVE 1 TIE BOLT SHEARED ON #3 MAIN TIRE AND WHEEL ASSEMBLY.
665745,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,B747 Undifferentiated or Other Model,,,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665745,Company,,Contracted Service,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Logbook Entry; Human Factors; Company Policy; Environment - Non Weather Related; Chart Or Publication; Aircraft,Human Factors,#12 TIRE TIE BOLT BROKEN.,,,,A B747 HAD #12 TIRE REPLACED DUE TO TIE BOLT BROKEN.
665746,200501,,ZZZ.Airport,FO,,,,,,,,,,,,,Air Carrier,DC-10 Undifferentiated or Other Model,,3,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Troubleshooting; Time Pressure,,,665746,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Human Factors; Logbook Entry; Company Policy; Environment - Non Weather Related; Chart Or Publication; Aircraft,Human Factors,WHEEL #10 HAS BROKEN TIE BOLT.,,,,A DC10 DISCOVERED #10 WHEEL HAS BROKEN TIE BOLT.
665747,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,B747 Undifferentiated or Other Model,,,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665747,Company,,Contracted Service,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Company Policy; Chart Or Publication; Aircraft; Environment - Non Weather Related; Logbook Entry; Human Factors,Human Factors,#7 TIRE MISSING 1 EA TIE BOLT.,,,,B747 FOUND #7 WHEEL AND TIRE ASSEMBLY MISSING TIE BOLT.
665748,200501,,ZZZ.Airport,FO,,,,,,,,,,,,,Air Carrier,DC-10 Undifferentiated or Other Model,,3,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665748,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Environment - Non Weather Related; Human Factors; Logbook Entry; Company Policy; Chart Or Publication; Aircraft,Human Factors,WHEEL ASSEMBLY #7; 1X TIE BOLT BROKEN.,,,,A DC10 ON #7 WHEEL FOUND 1 TIE BOLT BROKEN.
665749,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,B757 Undifferentiated or Other Model,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Troubleshooting; Time Pressure,,,665749,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Human Factors; Logbook Entry; Environment - Non Weather Related; Company Policy; Chart Or Publication; Aircraft,Human Factors,ON OVERNIGHT CHK; FOUND #4 WHEEL TIE BOLT BROKEN. REMOVED AND REPLACED #4 WHEEL.,,,,A B757-200 ON OVERNIGHT CHK FOUND #4 MAIN WHEEL TIE BOLT BROKEN. REPLACED TIRE AND WHEEL ASSEMBLY.
665750,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,DC-10 Undifferentiated or Other Model,,3,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665750,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Chart Or Publication; Aircraft; Company Policy; Logbook Entry; Human Factors; Environment - Non Weather Related,Human Factors,#8 MAIN LNDG GEAR WHEEL HAS A BROKEN TIE BOLT.,,,,A DC10 FOUND #8 MAIN WHEEL TIE BOLT BROKEN.
665751,200501,,ZZZ.Airport,US,,,,,,,,,,,,,Air Carrier,B757 Undifferentiated or Other Model,,2,Part 121,,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Main Gear Wheel,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,Maintenance Technician 16,,Time Pressure; Troubleshooting,,,665751,Company,,Contracted Service,Technician,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Maintenance,,,Person Other Person,,Aircraft Aircraft Damaged; General Maintenance Action; General None Reported / Taken,Logbook Entry; Environment - Non Weather Related; Human Factors; Company Policy; Chart Or Publication; Aircraft,Human Factors,#5 TIRE TIE BOLT BROKEN. REPLACED #5 WHEEL ASSEMBLY PER MAINT MANUAL.,,,,A B757-200 WAS FOUND WITH #5 MAIN WHEEL TIE BOLT BROKEN. REPLACED #5 WHEEL AND TIRE ASSEMBLY.
